2026-04-22 23:18:51 | INFO | application.py:148 | start | Init ReMe with config: {"backend":"","app_name":"ReMe","working_dir":"C:\\Users\\hahay\\.copaw\\workspaces\\CoPaw_QA_Agent_0.1beta1","enable_logo":false,"language":"","thread_pool_max_workers":-1,"ray_max_workers":-1,"log_to_console":false,"disabled_flows":[],"enabled_flows":[],"mcp_servers":{},"mcp":{"transport":"stdio","host":"0.0.0.0","port":8001},"http":{"host":"0.0.0.0","port":8001,"timeout_keep_alive":3600,"limit_concurrency":1000},"cmd":{"flow":""},"ops":{},"flows":{},"as_llms":{"default":{"backend":"openai","model_name":"qwen3.5-plus"}},"as_llm_formatters":{"default":{"backend":"openai"}},"as_token_counters":{"default":{"backend":"rule","token_count_estimate_divisor":3.75}},"llms":{},"embedding_models":{"default":{"backend":"openai","model_name":"","dimensions":1024,"use_dimensions":false,"enable_cache":true,"max_batch_size":10,"max_cache_size":3000,"max_input_length":8192,"api_key":"","base_url":""}},"vector_stores":{},"file_stores":{"default":{"backend":"local","embedding_model":"default","store_name":"copaw","vector_enabled":false,"fts_enabled":true}},"token_counters":{},"file_watchers":{"default":{"backend":"full","file_store":"default","watch_paths":["C:\\Users\\hahay\\.copaw\\workspaces\\CoPaw_QA_Agent_0.1beta1\\MEMORY.md","C:\\Users\\hahay\\.copaw\\workspaces\\CoPaw_QA_Agent_0.1beta1\\memory.md","C:\\Users\\hahay\\.copaw\\workspaces\\CoPaw_QA_Agent_0.1beta1\\memory"],"suffix_filters":[".md"],"recursive":false,"rebuild_index_on_start":false}},"metadata":{}}
2026-04-22 23:18:51 | INFO | application.py:167 | start | Thread pool is disabled (thread_pool_max_workers <= 0)
2026-04-22 23:18:51 | INFO | base_embedding_model.py:158 | _load_cache | No cache file found at C:\Users\hahay\.copaw\workspaces\CoPaw_QA_Agent_0.1beta1\embedding_cache\embedding_cache.jsonl, starting with empty cache
2026-04-22 23:18:51 | INFO | local_file_store.py:121 | start | LocalFileStore 'copaw' ready: 0 chunks, metadata at C:\Users\hahay\.copaw\workspaces\CoPaw_QA_Agent_0.1beta1\file_store\copaw_file_metadata.json
2026-04-22 23:18:51 | INFO | base_file_watcher.py:89 | start | Started watching: ['C:\\Users\\hahay\\.copaw\\workspaces\\CoPaw_QA_Agent_0.1beta1\\MEMORY.md', 'C:\\Users\\hahay\\.copaw\\workspaces\\CoPaw_QA_Agent_0.1beta1\\memory.md', 'C:\\Users\\hahay\\.copaw\\workspaces\\CoPaw_QA_Agent_0.1beta1\\memory']
2026-04-22 23:18:51 | INFO | application.py:277 | start | ReMe Application started
2026-04-22 23:18:51 | INFO | base_file_watcher.py:183 | _watch_loop | Starting watch on valid paths: ['C:\\Users\\hahay\\.copaw\\workspaces\\CoPaw_QA_Agent_0.1beta1\\MEMORY.md', 'C:\\Users\\hahay\\.copaw\\workspaces\\CoPaw_QA_Agent_0.1beta1\\memory.md', 'C:\\Users\\hahay\\.copaw\\workspaces\\CoPaw_QA_Agent_0.1beta1\\memory']
2026-04-22 23:27:28 | INFO | tool_result_compactor.py:113 | execute | md_file_tool_ids: {'tool-7b701f051c254a1585bd9ef7225da91e'}
2026-04-22 23:27:28 | INFO | D:\iclawruncopaw310\reme\core\op\base_op.py:287 | ToolResultCompactor.call | ========== cost=0.000910s ==========
2026-04-22 23:27:28 | INFO | D:\iclawruncopaw310\reme\core\op\base_op.py:287 | ContextChecker.call | ========== cost=0.001109s ==========
2026-04-22 23:27:28 | INFO | tool_result_compactor.py:113 | execute | md_file_tool_ids: {'tool-7b701f051c254a1585bd9ef7225da91e'}
2026-04-22 23:27:28 | INFO | D:\iclawruncopaw310\reme\core\op\base_op.py:287 | ToolResultCompactor.call | ========== cost=0.000770s ==========
2026-04-22 23:27:28 | INFO | D:\iclawruncopaw310\reme\core\op\base_op.py:287 | ContextChecker.call | ========== cost=0.004388s ==========
2026-04-22 23:28:26 | INFO | tool_result_compactor.py:113 | execute | md_file_tool_ids: {'call_moa7ivsf_2', 'call_moa7ivsf_1', 'call_moa7ivsf_0', 'tool-7b701f051c254a1585bd9ef7225da91e'}
2026-04-22 23:28:26 | INFO | D:\iclawruncopaw310\reme\core\op\base_op.py:287 | ToolResultCompactor.call | ========== cost=0.028629s ==========
2026-04-22 23:28:26 | INFO | D:\iclawruncopaw310\reme\core\op\base_op.py:287 | ContextChecker.call | ========== cost=0.016645s ==========
2026-04-22 23:28:26 | INFO | tool_result_compactor.py:113 | execute | md_file_tool_ids: {'call_moa7ivsf_2', 'call_moa7ivsf_1', 'call_moa7ivsf_0', 'tool-7b701f051c254a1585bd9ef7225da91e'}
2026-04-22 23:28:26 | INFO | D:\iclawruncopaw310\reme\core\op\base_op.py:287 | ToolResultCompactor.call | ========== cost=0.000802s ==========
2026-04-22 23:28:26 | INFO | D:\iclawruncopaw310\reme\core\op\base_op.py:287 | ContextChecker.call | ========== cost=0.001363s ==========
2026-04-22 23:50:17 | INFO | application.py:517 | close | Closing file store: default
2026-04-22 23:50:17 | INFO | application.py:521 | close | Closing file watcher: default
2026-04-22 23:50:17 | INFO | application.py:517 | close | Closing file store: default
2026-04-22 23:50:17 | INFO | application.py:521 | close | Closing file watcher: default
